sample	samples	ENSG00000262814.6	_primary_site
GTEX-ZEX8-1526-SM-4WWBE	GTEX-ZEX8-1526-SM-4WWBE		Esophagus
GTEX-ZF2S-1226-SM-4WWAX	GTEX-ZF2S-1226-SM-4WWAX		Esophagus
GTEX-ZPCL-1326-SM-57WFN	GTEX-ZPCL-1326-SM-57WFN		Esophagus
GTEX-ZTTD-1226-SM-51MS2	GTEX-ZTTD-1226-SM-51MS2		Esophagus
GTEX-ZU9S-1626-SM-5E452	GTEX-ZU9S-1626-SM-5E452		Esophagus
GTEX-ZUA1-1226-SM-5NQ6O	GTEX-ZUA1-1226-SM-5NQ6O		Esophagus
GTEX-ZV68-0926-SM-59HK7	GTEX-ZV68-0926-SM-59HK7		Esophagus
GTEX-ZV6S-0726-SM-57WFY	GTEX-ZV6S-0726-SM-57WFY		Esophagus
GTEX-ZV7C-1326-SM-51MSH	GTEX-ZV7C-1326-SM-51MSH		Esophagus
GTEX-ZXES-1126-SM-5GZXN	GTEX-ZXES-1126-SM-5GZXN		Esophagus
GTEX-ZYFG-1126-SM-5GICY	GTEX-ZYFG-1126-SM-5GICY		Esophagus
GTEX-ZYWO-1026-SM-5E45U	GTEX-ZYWO-1026-SM-5E45U		Esophagus
GTEX-ZYY3-1526-SM-5SIA9	GTEX-ZYY3-1526-SM-5SIA9		Esophagus
GTEX-11GSP-0426-SM-5A5KX	GTEX-11GSP-0426-SM-5A5KX		Pancreas
GTEX-12BJ1-1126-SM-5EGGG	GTEX-12BJ1-1126-SM-5EGGG		Pancreas
GTEX-131XF-1426-SM-5BC68	GTEX-131XF-1426-SM-5BC68		Pancreas
GTEX-13O1R-1826-SM-5KM3B	GTEX-13O1R-1826-SM-5KM3B		Pancreas
GTEX-1497J-0426-SM-5Q5CO	GTEX-1497J-0426-SM-5Q5CO		Pancreas
GTEX-14E6E-1426-SM-5RQI2	GTEX-14E6E-1426-SM-5RQI2		Pancreas
GTEX-NFK9-1626-SM-3LK5J	GTEX-NFK9-1626-SM-3LK5J		Pancreas
GTEX-O5YT-1026-SM-3MJGF	GTEX-O5YT-1026-SM-3MJGF		Pancreas
GTEX-P4PQ-1026-SM-3NMCN	GTEX-P4PQ-1026-SM-3NMCN		Pancreas
GTEX-Q734-0426-SM-48TZX	GTEX-Q734-0426-SM-48TZX		Pancreas
GTEX-QDVN-0926-SM-2I5GL	GTEX-QDVN-0926-SM-2I5GL		Pancreas
GTEX-QLQ7-0626-SM-4R1JT	GTEX-QLQ7-0626-SM-4R1JT		Pancreas
GTEX-QMRM-0326-SM-4R1K5	GTEX-QMRM-0326-SM-4R1K5		Pancreas
GTEX-S32W-0826-SM-5S2SI	GTEX-S32W-0826-SM-5S2SI		Pancreas
GTEX-SUCS-1426-SM-5CHS8	GTEX-SUCS-1426-SM-5CHS8		Pancreas
GTEX-T5JW-0226-SM-4DM7I	GTEX-T5JW-0226-SM-4DM7I		Pancreas
GTEX-T5JW-0226-SM-5CHRV	GTEX-T5JW-0226-SM-5CHRV		Pancreas
GTEX-TML8-0526-SM-32QOQ	GTEX-TML8-0526-SM-32QOQ		Pancreas
GTEX-U4B1-0726-SM-4DXUA	GTEX-U4B1-0726-SM-4DXUA		Pancreas
GTEX-UJMC-1126-SM-3GADP	GTEX-UJMC-1126-SM-3GADP		Pancreas
GTEX-UPIC-0726-SM-3GADW	GTEX-UPIC-0726-SM-3GADW		Pancreas
GTEX-VUSG-0326-SM-5S2ST	GTEX-VUSG-0326-SM-5S2ST		Pancreas
GTEX-WFG7-0426-SM-4LMK5	GTEX-WFG7-0426-SM-4LMK5		Pancreas
GTEX-WFG8-0326-SM-5CHQX	GTEX-WFG8-0326-SM-5CHQX		Pancreas
GTEX-WFON-0626-SM-5CHQL	GTEX-WFON-0626-SM-5CHQL		Pancreas
GTEX-WFON-0626-SM-5S2SX	GTEX-WFON-0626-SM-5S2SX		Pancreas
GTEX-WQUQ-2126-SM-4OOSO	GTEX-WQUQ-2126-SM-4OOSO		Pancreas
GTEX-WY7C-1026-SM-4OND3	GTEX-WY7C-1026-SM-4OND3		Pancreas
GTEX-XBEW-1626-SM-4SOJP	GTEX-XBEW-1626-SM-4SOJP		Pancreas
GTEX-XGQ4-0226-SM-4GIDS	GTEX-XGQ4-0226-SM-4GIDS		Pancreas
GTEX-XV7Q-0926-SM-4BRVQ	GTEX-XV7Q-0926-SM-4BRVQ		Pancreas
GTEX-XXEK-1726-SM-5S2SR	GTEX-XXEK-1726-SM-5S2SR		Pancreas
GTEX-Y114-0826-SM-4TT77	GTEX-Y114-0826-SM-4TT77		Pancreas
GTEX-YFCO-1026-SM-5LU9S	GTEX-YFCO-1026-SM-5LU9S		Pancreas
GTEX-ZPU1-0226-SM-4WWC9	GTEX-ZPU1-0226-SM-4WWC9		Pancreas
GTEX-ZVP2-0726-SM-59HKY	GTEX-ZVP2-0726-SM-59HKY		Pancreas
GTEX-111CU-0426-SM-5GZY1	GTEX-111CU-0426-SM-5GZY1		Spleen
GTEX-12WSG-0926-SM-5EGIH	GTEX-12WSG-0926-SM-5EGIH		Spleen
GTEX-131XE-1126-SM-5EGHW	GTEX-131XE-1126-SM-5EGHW		Spleen
GTEX-131XG-0426-SM-5IFGD	GTEX-131XG-0426-SM-5IFGD		Spleen
GTEX-139T6-0226-SM-5IFGZ	GTEX-139T6-0226-SM-5IFGZ		Spleen
GTEX-13PL7-1126-SM-5MR5O	GTEX-13PL7-1126-SM-5MR5O		Spleen
GTEX-13U4I-1626-SM-5IFFR	GTEX-13U4I-1626-SM-5IFFR		Spleen
GTEX-13X6H-0726-SM-5Q5BX	GTEX-13X6H-0726-SM-5Q5BX		Spleen
GTEX-146FQ-0626-SM-5LU9U	GTEX-146FQ-0626-SM-5LU9U		Spleen
GTEX-146FR-1926-SM-5NQA6	GTEX-146FR-1926-SM-5NQA6		Spleen
GTEX-P4PP-0926-SM-48TBZ	GTEX-P4PP-0926-SM-48TBZ		Spleen
GTEX-RUSQ-0126-SM-47JWV	GTEX-RUSQ-0126-SM-47JWV		Spleen
GTEX-S3XE-0626-SM-4AD6B	GTEX-S3XE-0626-SM-4AD6B		Spleen
GTEX-T5JW-0126-SM-5CHRJ	GTEX-T5JW-0126-SM-5CHRJ		Spleen
GTEX-U3ZN-0126-SM-4DXUM	GTEX-U3ZN-0126-SM-4DXUM		Spleen
GTEX-W5X1-0326-SM-5CHRA	GTEX-W5X1-0326-SM-5CHRA		Spleen
GTEX-X3Y1-0126-SM-4PQZA	GTEX-X3Y1-0126-SM-4PQZA		Spleen
GTEX-YB5K-1926-SM-4VDT4	GTEX-YB5K-1926-SM-4VDT4		Spleen
GTEX-Z9EW-0726-SM-5HL9H	GTEX-Z9EW-0726-SM-5HL9H		Spleen
GTEX-ZVZP-0726-SM-59HKA	GTEX-ZVZP-0726-SM-59HKA		Spleen
GTEX-ZYFG-0726-SM-5GIDX	GTEX-ZYFG-0726-SM-5GIDX		Spleen
GTEX-1128S-0726-SM-5N9D6	GTEX-1128S-0726-SM-5N9D6		Lung
GTEX-11DXX-0626-SM-5Q5AG	GTEX-11DXX-0626-SM-5Q5AG		Lung
GTEX-11GSP-0726-SM-5986L	GTEX-11GSP-0726-SM-5986L		Lung
GTEX-11TT1-1626-SM-5EQL7	GTEX-11TT1-1626-SM-5EQL7		Lung
GTEX-11TUW-0526-SM-5LU9A	GTEX-11TUW-0526-SM-5LU9A		Lung
GTEX-11UD2-0726-SM-5EQ69	GTEX-11UD2-0726-SM-5EQ69		Lung
GTEX-11ZTT-0626-SM-5EQLM	GTEX-11ZTT-0626-SM-5EQLM		Lung
GTEX-12696-1026-SM-5FQUV	GTEX-12696-1026-SM-5FQUV		Lung
GTEX-12KS4-0726-SM-5FQSX	GTEX-12KS4-0726-SM-5FQSX		Lung
GTEX-12WSA-1026-SM-5EGHN	GTEX-12WSA-1026-SM-5EGHN		Lung
GTEX-12WSN-0626-SM-5BC61	GTEX-12WSN-0626-SM-5BC61		Lung
GTEX-12ZZW-0926-SM-5LZUD	GTEX-12ZZW-0926-SM-5LZUD		Lung
GTEX-133LE-0526-SM-5N9EJ	GTEX-133LE-0526-SM-5N9EJ		Lung
GTEX-139YR-0926-SM-5LZYB	GTEX-139YR-0926-SM-5LZYB		Lung
GTEX-13FH7-1726-SM-5IJE7	GTEX-13FH7-1726-SM-5IJE7		Lung
GTEX-13N11-0326-SM-5LUA3	GTEX-13N11-0326-SM-5LUA3		Lung
GTEX-13OW5-0726-SM-5KLZK	GTEX-13OW5-0726-SM-5KLZK		Lung
GTEX-145MF-0726-SM-5Q5BT	GTEX-145MF-0726-SM-5Q5BT		Lung
GTEX-14ABY-1126-SM-5Q5F8	GTEX-14ABY-1126-SM-5Q5F8		Lung
GTEX-N7MS-0926-SM-2HMIZ	GTEX-N7MS-0926-SM-2HMIZ		Lung
GTEX-NPJ8-0326-SM-26GMX	GTEX-NPJ8-0326-SM-26GMX		Lung
GTEX-O5YV-0526-SM-2I5GE	GTEX-O5YV-0526-SM-2I5GE		Lung
GTEX-OHPK-0526-SM-2HMJB	GTEX-OHPK-0526-SM-2HMJB		Lung
GTEX-OXRN-0526-SM-2I5EN	GTEX-OXRN-0526-SM-2I5EN		Lung
GTEX-OXRO-0326-SM-2I5EE	GTEX-OXRO-0326-SM-2I5EE		Lung
GTEX-P4PP-0526-SM-2HMKE	GTEX-P4PP-0526-SM-2HMKE		Lung
GTEX-P4QR-1026-SM-2I5GP	GTEX-P4QR-1026-SM-2I5GP		Lung
GTEX-P4QS-0526-SM-2I3ET	GTEX-P4QS-0526-SM-2I3ET		Lung
GTEX-P78B-0926-SM-2I5FA	GTEX-P78B-0926-SM-2I5FA		Lung
GTEX-PLZ5-0726-SM-2I5F9	GTEX-PLZ5-0726-SM-2I5F9		Lung
GTEX-PLZ6-0426-SM-2I5FG	GTEX-PLZ6-0426-SM-2I5FG		Lung
GTEX-POMQ-0526-SM-3GADD	GTEX-POMQ-0526-SM-3GADD		Lung
GTEX-POYW-1226-SM-2XCEP	GTEX-POYW-1226-SM-2XCEP		Lung
GTEX-PVOW-1026-SM-2XCF9	GTEX-PVOW-1026-SM-2XCF9		Lung
GTEX-Q2AG-1026-SM-2HMJX	GTEX-Q2AG-1026-SM-2HMJX		Lung
GTEX-Q2AG-1026-SM-33HBW	GTEX-Q2AG-1026-SM-33HBW		Lung
GTEX-Q2AI-0526-SM-2I3EJ	GTEX-Q2AI-0526-SM-2I3EJ		Lung
GTEX-QDT8-0926-SM-32PL2	GTEX-QDT8-0926-SM-32PL2		Lung
GTEX-QDVJ-0926-SM-2I5FU	GTEX-QDVJ-0926-SM-2I5FU		Lung
GTEX-QEG5-1126-SM-2I5GH	GTEX-QEG5-1126-SM-2I5GH		Lung
GTEX-QEL4-0826-SM-3GAF2	GTEX-QEL4-0826-SM-3GAF2		Lung
GTEX-QESD-0626-SM-2I5G4	GTEX-QESD-0626-SM-2I5G4		Lung
GTEX-QMR6-1926-SM-32PL9	GTEX-QMR6-1926-SM-32PL9		Lung
GTEX-QMRM-0826-SM-2I5G7	GTEX-QMRM-0826-SM-2I5G7		Lung
GTEX-R55C-0526-SM-3GIKA	GTEX-R55C-0526-SM-3GIKA		Lung
GTEX-RVPV-1726-SM-5SI8C	GTEX-RVPV-1726-SM-5SI8C		Lung
GTEX-RWSA-1126-SM-2XCAZ	GTEX-RWSA-1126-SM-2XCAZ		Lung
GTEX-S32W-0326-SM-5S2T4	GTEX-S32W-0326-SM-5S2T4		Lung
GTEX-S7SE-0926-SM-2XCD6	GTEX-S7SE-0926-SM-2XCD6		Lung
GTEX-SNOS-0426-SM-32PMH	GTEX-SNOS-0426-SM-32PMH		Lung
GTEX-SUCS-0626-SM-32PM5	GTEX-SUCS-0626-SM-32PM5		Lung
GTEX-T2IS-0526-SM-32QP9	GTEX-T2IS-0526-SM-32QP9		Lung
GTEX-T5JC-0826-SM-5S2SN	GTEX-T5JC-0826-SM-5S2SN		Lung
GTEX-T6MN-0826-SM-5CHQQ	GTEX-T6MN-0826-SM-5CHQQ		Lung
GTEX-T6MN-0826-SM-5S2SK	GTEX-T6MN-0826-SM-5S2SK		Lung
GTEX-T8EM-0326-SM-3DB7F	GTEX-T8EM-0326-SM-3DB7F		Lung
GTEX-TML8-0326-SM-4GICN	GTEX-TML8-0326-SM-4GICN		Lung
GTEX-TSE9-0726-SM-5CHS3	GTEX-TSE9-0726-SM-5CHS3		Lung
GTEX-U3ZN-0626-SM-3DB7U	GTEX-U3ZN-0626-SM-3DB7U		Lung
GTEX-U412-0826-SM-3DB9K	GTEX-U412-0826-SM-3DB9K		Lung
GTEX-U8T8-2226-SM-3DB95	GTEX-U8T8-2226-SM-3DB95		Lung
GTEX-U8XE-1426-SM-3DB8Q	GTEX-U8XE-1426-SM-3DB8Q		Lung
GTEX-U8XE-1426-SM-5CHSR	GTEX-U8XE-1426-SM-5CHSR		Lung
GTEX-UJMC-0726-SM-3GADX	GTEX-UJMC-0726-SM-3GADX		Lung
GTEX-UPK5-1126-SM-3GAEJ	GTEX-UPK5-1126-SM-3GAEJ		Lung
GTEX-VJYA-0326-SM-3GAEX	GTEX-VJYA-0326-SM-3GAEX		Lung
GTEX-VUSG-0926-SM-3GIK6	GTEX-VUSG-0926-SM-3GIK6		Lung
GTEX-VUSG-0926-SM-5S2SV	GTEX-VUSG-0926-SM-5S2SV		Lung
GTEX-W5X1-0526-SM-3GILH	GTEX-W5X1-0526-SM-3GILH		Lung
GTEX-W5X1-0526-SM-5CHRF	GTEX-W5X1-0526-SM-5CHRF		Lung
GTEX-WFG7-0526-SM-3GIKI	GTEX-WFG7-0526-SM-3GIKI		Lung
GTEX-WFG8-0926-SM-5CHSF	GTEX-WFG8-0926-SM-5CHSF		Lung
GTEX-WFON-0426-SM-5CHR3	GTEX-WFON-0426-SM-5CHR3		Lung
GTEX-WFON-0426-SM-5S2T1	GTEX-WFON-0426-SM-5S2T1		Lung
GTEX-WK11-0526-SM-3NB3O	GTEX-WK11-0526-SM-3NB3O		Lung
GTEX-X261-1026-SM-3NMDL	GTEX-X261-1026-SM-3NMDL		Lung
GTEX-X3Y1-0626-SM-3P5YS	GTEX-X3Y1-0626-SM-3P5YS		Lung
GTEX-X4XY-1026-SM-46MVX	GTEX-X4XY-1026-SM-46MVX		Lung
GTEX-XLM4-1826-SM-5S2SC	GTEX-XLM4-1826-SM-5S2SC		Lung
GTEX-XUJ4-1426-SM-4BONT	GTEX-XUJ4-1426-SM-4BONT		Lung
GTEX-XXEK-0626-SM-5S2SZ	GTEX-XXEK-0626-SM-5S2SZ		Lung
GTEX-Y111-1026-SM-4TT22	GTEX-Y111-1026-SM-4TT22		Lung
GTEX-Y8E4-0526-SM-4V6GC	GTEX-Y8E4-0526-SM-4V6GC		Lung
GTEX-YEC3-0226-SM-5IFJO	GTEX-YEC3-0226-SM-5IFJO		Lung
GTEX-ZC5H-0926-SM-5CVMZ	GTEX-ZC5H-0926-SM-5CVMZ		Lung
GTEX-ZG7Y-1026-SM-4WWDG	GTEX-ZG7Y-1026-SM-4WWDG		Lung
GTEX-ZLV1-0426-SM-4WWC2	GTEX-ZLV1-0426-SM-4WWC2		Lung
GTEX-ZQG8-0326-SM-51MSE	GTEX-ZQG8-0326-SM-51MSE		Lung
GTEX-ZTPG-0926-SM-5O99H	GTEX-ZTPG-0926-SM-5O99H		Lung
GTEX-ZXG5-0826-SM-5GID6	GTEX-ZXG5-0826-SM-5GID6		Lung
GTEX-ZY6K-0326-SM-5SIBB	GTEX-ZY6K-0326-SM-5SIBB		Lung
GTEX-ZYWO-0826-SM-5E45W	GTEX-ZYWO-0826-SM-5E45W		Lung
GTEX-ZYY3-0926-SM-5E454	GTEX-ZYY3-0926-SM-5E454		Lung
GTEX-1192W-0126-SM-5EGGS	GTEX-1192W-0126-SM-5EGGS		Thyroid
GTEX-11DXZ-0926-SM-5N9CG	GTEX-11DXZ-0926-SM-5N9CG		Thyroid
GTEX-11DYG-0826-SM-5N9GH	GTEX-11DYG-0826-SM-5N9GH		Thyroid
GTEX-11NV4-0626-SM-5N9BR	GTEX-11NV4-0626-SM-5N9BR		Thyroid
GTEX-11OF3-0626-SM-5BC4Y	GTEX-11OF3-0626-SM-5BC4Y		Thyroid
GTEX-11P82-0226-SM-5HL4O	GTEX-11P82-0226-SM-5HL4O		Thyroid
GTEX-1269C-0226-SM-5EGKS	GTEX-1269C-0226-SM-5EGKS		Thyroid
GTEX-12ZZY-0826-SM-5EQMT	GTEX-12ZZY-0826-SM-5EQMT		Thyroid
GTEX-131XH-0526-SM-5DUX7	GTEX-131XH-0526-SM-5DUX7		Thyroid
GTEX-131YS-0726-SM-5P9G9	GTEX-131YS-0726-SM-5P9G9		Thyroid
GTEX-1399T-0126-SM-5KM15	GTEX-1399T-0126-SM-5KM15		Thyroid
GTEX-1399U-0326-SM-5P9G5	GTEX-1399U-0326-SM-5P9G5		Thyroid
GTEX-139T6-0326-SM-5J2LY	GTEX-139T6-0326-SM-5J2LY		Thyroid
GTEX-139YR-1226-SM-5IFEU	GTEX-139YR-1226-SM-5IFEU		Thyroid
GTEX-13FH7-0126-SM-5KLZ1	GTEX-13FH7-0126-SM-5KLZ1		Thyroid
GTEX-13FHO-0926-SM-5N9EW	GTEX-13FHO-0926-SM-5N9EW		Thyroid
GTEX-13FLV-0226-SM-5J2OF	GTEX-13FLV-0226-SM-5J2OF		Thyroid
GTEX-13FLW-0326-SM-5J2M4	GTEX-13FLW-0326-SM-5J2M4		Thyroid
GTEX-13NZA-1026-SM-5MR48	GTEX-13NZA-1026-SM-5MR48		Thyroid
GTEX-13O61-0226-SM-5KM52	GTEX-13O61-0226-SM-5KM52		Thyroid
GTEX-13OVJ-0626-SM-5J2O2	GTEX-13OVJ-0626-SM-5J2O2		Thyroid
GTEX-13PDP-1026-SM-5L3FA	GTEX-13PDP-1026-SM-5L3FA		Thyroid
GTEX-13QJC-0826-SM-5RQKC	GTEX-13QJC-0826-SM-5RQKC		Thyroid
GTEX-13U4I-0526-SM-5LU59	GTEX-13U4I-0526-SM-5LU59		Thyroid
GTEX-144GL-1226-SM-5O9A4	GTEX-144GL-1226-SM-5O9A4		Thyroid
GTEX-147F4-0826-SM-5QGRB	GTEX-147F4-0826-SM-5QGRB		Thyroid
GTEX-147GR-0726-SM-5S2PL	GTEX-147GR-0726-SM-5S2PL		Thyroid
GTEX-14A6H-2426-SM-5Q5BO	GTEX-14A6H-2426-SM-5Q5BO		Thyroid
GTEX-14ASI-0726-SM-5Q5DC	GTEX-14ASI-0726-SM-5Q5DC		Thyroid
GTEX-NPJ8-2526-SM-2HML8	GTEX-NPJ8-2526-SM-2HML8		Thyroid
GTEX-OHPJ-0526-SM-2HMJR	GTEX-OHPJ-0526-SM-2HMJR		Thyroid
GTEX-OHPM-2626-SM-2HMJL	GTEX-OHPM-2626-SM-2HMJL		Thyroid
GTEX-OXRL-2626-SM-2I3F1	GTEX-OXRL-2626-SM-2I3F1		Thyroid
GTEX-OXRP-0326-SM-2I5ET	GTEX-OXRP-0326-SM-2I5ET		Thyroid
GTEX-P44G-0626-SM-2I5EO	GTEX-P44G-0626-SM-2I5EO		Thyroid
GTEX-P4PQ-2626-SM-2HMKM	GTEX-P4PQ-2626-SM-2HMKM		Thyroid
GTEX-P78B-0526-SM-2I5F7	GTEX-P78B-0526-SM-2I5F7		Thyroid
GTEX-PLZ4-1226-SM-2I5FE	GTEX-PLZ4-1226-SM-2I5FE		Thyroid
GTEX-PSDG-0726-SM-2I5FN	GTEX-PSDG-0726-SM-2I5FN		Thyroid
GTEX-PX3G-2626-SM-2I3EG	GTEX-PX3G-2626-SM-2I3EG		Thyroid
GTEX-QDVJ-0226-SM-2I5FV	GTEX-QDVJ-0226-SM-2I5FV		Thyroid
GTEX-QEG5-0826-SM-2I5GF	GTEX-QEG5-0826-SM-2I5GF		Thyroid
GTEX-QEL4-0726-SM-3GIJ5	GTEX-QEL4-0726-SM-3GIJ5		Thyroid
GTEX-QLQ7-0726-SM-2I5G2	GTEX-QLQ7-0726-SM-2I5G2		Thyroid
GTEX-QMRM-0726-SM-2I5G8	GTEX-QMRM-0726-SM-2I5G8		Thyroid
GTEX-QV31-0726-SM-3GAEG	GTEX-QV31-0726-SM-3GAEG		Thyroid
GTEX-R53T-0526-SM-3GADL	GTEX-R53T-0526-SM-3GADL		Thyroid
GTEX-RUSQ-1026-SM-2TF6V	GTEX-RUSQ-1026-SM-2TF6V		Thyroid
GTEX-RWSA-0826-SM-2XCBF	GTEX-RWSA-0826-SM-2XCBF		Thyroid
GTEX-S32W-0726-SM-5S2T3	GTEX-S32W-0726-SM-5S2T3		Thyroid
GTEX-S341-0226-SM-2XCAX	GTEX-S341-0226-SM-2XCAX		Thyroid
GTEX-S4P3-0226-SM-3K2BD	GTEX-S4P3-0226-SM-3K2BD		Thyroid
GTEX-S4UY-0626-SM-3K2AO	GTEX-S4UY-0626-SM-3K2AO		Thyroid
GTEX-S4Z8-0326-SM-3K2AU	GTEX-S4Z8-0326-SM-3K2AU		Thyroid
GTEX-S7SF-0226-SM-3K2BI	GTEX-S7SF-0226-SM-3K2BI		Thyroid
GTEX-S7SF-0226-SM-5SI7H	GTEX-S7SF-0226-SM-5SI7H		Thyroid
GTEX-T2IS-0626-SM-32QP6	GTEX-T2IS-0626-SM-32QP6		Thyroid
GTEX-T5JC-2026-SM-5S2TJ	GTEX-T5JC-2026-SM-5S2TJ		Thyroid
GTEX-T5JW-1226-SM-3GACY	GTEX-T5JW-1226-SM-3GACY		Thyroid
GTEX-T5JW-1226-SM-5CHST	GTEX-T5JW-1226-SM-5CHST		Thyroid
GTEX-T6MN-0626-SM-32PM9	GTEX-T6MN-0626-SM-32PM9		Thyroid
GTEX-T6MN-0626-SM-5CHQS	GTEX-T6MN-0626-SM-5CHQS		Thyroid
GTEX-T6MN-0626-SM-5S2SS	GTEX-T6MN-0626-SM-5S2SS		Thyroid
GTEX-T8EM-0226-SM-3DB7C	GTEX-T8EM-0226-SM-3DB7C		Thyroid
GTEX-TMMY-0826-SM-33HB9	GTEX-TMMY-0826-SM-33HB9		Thyroid
GTEX-U3ZH-0226-SM-3DB7B	GTEX-U3ZH-0226-SM-3DB7B		Thyroid
GTEX-U3ZM-0126-SM-3DB8M	GTEX-U3ZM-0126-SM-3DB8M		Thyroid
GTEX-U3ZN-0326-SM-3DB86	GTEX-U3ZN-0326-SM-3DB86		Thyroid
GTEX-VJYA-0426-SM-3GIJK	GTEX-VJYA-0426-SM-3GIJK		Thyroid
GTEX-VUSG-0426-SM-5S2TB	GTEX-VUSG-0426-SM-5S2TB		Thyroid
GTEX-W5X1-0426-SM-5CHS5	GTEX-W5X1-0426-SM-5CHS5		Thyroid
GTEX-WEY5-0526-SM-5CHSH	GTEX-WEY5-0526-SM-5CHSH		Thyroid
GTEX-WFJO-0226-SM-3GIKW	GTEX-WFJO-0226-SM-3GIKW		Thyroid
GTEX-WRHU-0926-SM-4E3IG	GTEX-WRHU-0926-SM-4E3IG		Thyroid
GTEX-XLM4-0726-SM-5S2SH	GTEX-XLM4-0726-SM-5S2SH		Thyroid
GTEX-XXEK-1326-SM-5S2SJ	GTEX-XXEK-1326-SM-5S2SJ		Thyroid
GTEX-YB5K-0526-SM-5LUAS	GTEX-YB5K-0526-SM-5LUAS		Thyroid
GTEX-Z9EW-0226-SM-5CVM7	GTEX-Z9EW-0226-SM-5CVM7		Thyroid
GTEX-ZAJG-0726-SM-5HL9A	GTEX-ZAJG-0726-SM-5HL9A		Thyroid
GTEX-ZF28-0826-SM-4WKGJ	GTEX-ZF28-0826-SM-4WKGJ		Thyroid
GTEX-ZQG8-0926-SM-57WFF	GTEX-ZQG8-0926-SM-57WFF		Thyroid
GTEX-ZQUD-0126-SM-4YCDY	GTEX-ZQUD-0126-SM-4YCDY		Thyroid
GTEX-ZTSS-0226-SM-59877	GTEX-ZTSS-0226-SM-59877		Thyroid
GTEX-ZTX8-0626-SM-59HKC	GTEX-ZTX8-0626-SM-59HKC		Thyroid
GTEX-ZUA1-0926-SM-4YCDX	GTEX-ZUA1-0926-SM-4YCDX		Thyroid
GTEX-ZYFD-0826-SM-5NQ9A	GTEX-ZYFD-0826-SM-5NQ9A		Thyroid
GTEX-ZYVF-1126-SM-5E458	GTEX-ZYVF-1126-SM-5E458		Thyroid
GTEX-117YX-0126-SM-5EGH5	GTEX-117YX-0126-SM-5EGH5		Adrenal Gland
GTEX-11EM3-0326-SM-5A5KJ	GTEX-11EM3-0326-SM-5A5KJ		Adrenal Gland
GTEX-12BJ1-0526-SM-5FQUD	GTEX-12BJ1-0526-SM-5FQUD		Adrenal Gland
GTEX-12ZZZ-0926-SM-5N9EQ	GTEX-12ZZZ-0926-SM-5N9EQ		Adrenal Gland
GTEX-131YS-2026-SM-5P9J8	GTEX-131YS-2026-SM-5P9J8		Adrenal Gland
GTEX-132NY-2226-SM-5J2LZ	GTEX-132NY-2226-SM-5J2LZ		Adrenal Gland
GTEX-1339X-0826-SM-5J2O6	GTEX-1339X-0826-SM-5J2O6		Adrenal Gland
GTEX-13CF3-0126-SM-5IFFM	GTEX-13CF3-0126-SM-5IFFM		Adrenal Gland
GTEX-13OW6-1726-SM-5IJGI	GTEX-13OW6-1726-SM-5IJGI		Adrenal Gland
GTEX-13QBU-0526-SM-5IJFE	GTEX-13QBU-0526-SM-5IJFE		Adrenal Gland
GTEX-14C38-1726-SM-5RQJC	GTEX-14C38-1726-SM-5RQJC		Adrenal Gland
GTEX-14E1K-0626-SM-5S2PG	GTEX-14E1K-0626-SM-5S2PG		Adrenal Gland
GTEX-P4QT-1326-SM-3NMD3	GTEX-P4QT-1326-SM-3NMD3		Adrenal Gland
GTEX-PW2O-0226-SM-48TC7	GTEX-PW2O-0226-SM-48TC7		Adrenal Gland
GTEX-PWOO-0326-SM-48TDB	GTEX-PWOO-0326-SM-48TDB		Adrenal Gland
GTEX-PX3G-1326-SM-48U18	GTEX-PX3G-1326-SM-48U18		Adrenal Gland
GTEX-QDVJ-1126-SM-48U1U	GTEX-QDVJ-1126-SM-48U1U		Adrenal Gland
GTEX-RM2N-0126-SM-48FDD	GTEX-RM2N-0126-SM-48FDD		Adrenal Gland
GTEX-S33H-1326-SM-4AD6A	GTEX-S33H-1326-SM-4AD6A		Adrenal Gland
GTEX-S3XE-0126-SM-4AD4R	GTEX-S3XE-0126-SM-4AD4R		Adrenal Gland
GTEX-S4Z8-0126-SM-4GICC	GTEX-S4Z8-0126-SM-4GICC		Adrenal Gland
GTEX-SUCS-0526-SM-5CHSV	GTEX-SUCS-0526-SM-5CHSV		Adrenal Gland
GTEX-TMMY-0126-SM-4DXTP	GTEX-TMMY-0126-SM-4DXTP		Adrenal Gland
GTEX-UJMC-0226-SM-4IHLH	GTEX-UJMC-0226-SM-4IHLH		Adrenal Gland
GTEX-W5WG-1126-SM-4LMK4	GTEX-W5WG-1126-SM-4LMK4		Adrenal Gland
GTEX-XUJ4-0126-SM-4BOP7	GTEX-XUJ4-0126-SM-4BOP7		Adrenal Gland
GTEX-Y5LM-0126-SM-4VBRL	GTEX-Y5LM-0126-SM-4VBRL		Adrenal Gland
GTEX-ZP4G-0126-SM-4YCE3	GTEX-ZP4G-0126-SM-4YCE3		Adrenal Gland
GTEX-ZT9W-0126-SM-4YCFD	GTEX-ZT9W-0126-SM-4YCFD		Adrenal Gland
GTEX-ZT9X-0126-SM-4YCFC	GTEX-ZT9X-0126-SM-4YCFC		Adrenal Gland
GTEX-ZTSS-0326-SM-5987M	GTEX-ZTSS-0326-SM-5987M		Adrenal Gland
GTEX-ZUA1-1926-SM-5E45E	GTEX-ZUA1-1926-SM-5E45E		Adrenal Gland
